rid|qid|dr|nwic|llcs|icp|opt1|opt2|opt3|opt4|pid|pass
8327|Law Related to Fraud 36|7|2|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|Businesses injured by com|Businesses injured by commercial bribery schemes may sue for
8328|Law Related to Fraud 36|8|2|2|0|Interstate or foreign|Foreign|Interstate|Intrastate|Honest Services” Fraud (1|Honest Services” Fraud (18 U.S.C. § 1346) Under section 1346
8329|Law Related to Fraud 36|8|2|2|0|Interstate or foreign|Foreign|Interstate|Intrastate|This statute generally is|This statute generally is referred to as the honest services
8330|Law Related to Fraud 36|8|2|2|0|Interstate or foreign|Foreign|Interstate|Intrastate|Congress specifically ena|Congress specifically enacted section 1346 in response to th
8331|Law Related to Fraud 36|8|2|2|0|Interstate or foreign|Foreign|Interstate|Intrastate|Law  The Law Related to F|Law  The Law Related to Fraud (Part 1) 2011 Fraud Examiners 
8332|Law Related to Fraud 36|8|0|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|The crime of honest servi|The crime of honest services contains the following elements
8333|Law Related to Fraud 36|8|4|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|Although its core involve|Although its core involves public officials who, in violatio
8334|Law Related to Fraud 36|8|1|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|The law, however, has lon|The law, however, has long been criticized for being so vagu
8335|Law Related to Fraud 36|8|0|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|In 2009, the U.S. Supreme|In 2009, the U.S. Supreme Court granted certiorari on the co
8336|Law Related to Fraud 36|8|0|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|And on June 24, 2010, the|And on June 24, 2010, the Court issued a unanimous ruling, h
8337|Law Related to Fraud 36|8|1|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|In its opinion, the Court|In its opinion, the Court rejected Skilling’s argument on ap
8338|Law Related to Fraud 36|8|2|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|Accordingly, the Court ru|Accordingly, the Court ruled that the statute wasn’t unconst
8339|Law Related to Fraud 36|8|2|2|0|Interstate or foreign|Foreign|Interstate|Intrastate|In a companion case, the|In a companion case, the Court also sided with imprisoned me
8340|Law Related to Fraud 36|8|2|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|Moreover, because the Ski|Moreover, because the Skilling  case has limited the honest 
8341|Law Related to Fraud 36|8|1|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|But even with the Court’s|But even with the Court’s ruling, prosecutors still have a v
8342|Law Related to Fraud 36|9|5|2|0|Interstate or foreign|Foreign|Interstate|Intrastate|Civil Liability for Repor|Civil Liability for Reports of Securities Fraud (18 U.S.C. §
8343|Law Related to Fraud 36|9|3|2|0|Interstate or foreign|Foreign|Interstate|Intrastate|The whistleblower protect|The whistleblower protections apply even if the company is u
8344|Law Related to Fraud 36|9|1|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|To assert a section 806 r|To assert a section 806 retaliation claim, an employee must 
8345|Law Related to Fraud 36|9|1|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|Whether a complainant’s 8|Whether a complainant’s 806 claim is heard through the admin
8346|Law Related to Fraud 36|9|0|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|If a public company is fo|If a public company is found to have violated section 1514A,
8347|Law Related to Fraud 36|10|2|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|THE STORED COMMUNICATIONS|THE STORED COMMUNICATIONS ACT (18 U.S.C. § 2701) As part of 
8348|Law Related to Fraud 36|10|0|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|The SCA is discussed in m|The SCA is discussed in more detail in the Individual Rights
8349|Law Related to Fraud 36|11|4|2|0|Interstate or foreign|Foreign|Interstate|Intrastate|Interstate Transportation|Interstate Transportation of Stolen Property (18 U.S.C. § 23
8350|Law Related to Fraud 36|11|2|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|Also, prosecutors have at|Also, prosecutors have attempted to charge defendants in vio
8351|Law Related to Fraud 36|11|0|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|Even though prosecutors m|Even though prosecutors may use the ITSP to prosecute theft 
8352|Law Related to Fraud 36|11|0|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|Finally, when patent infr|Finally, when patent infringement is the only theory for an 
8353|Law Related to Fraud 36|12|3|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|Federal Legislation Relat|Federal Legislation Related to Fraud Under our federal syste
8354|Law Related to Fraud 36|12|2|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|All federal criminal laws|All federal criminal laws are the product of statutes. Statu
8355|Law Related to Fraud 36|13|3|2|0|Interstate or foreign|Foreign|Interstate|Intrastate|Attempt and Conspiracy to|Attempt and Conspiracy to Commit Fraud (18 U.S.C. § 1349) As
8356|Law Related to Fraud 36|14|3|2|0|Interstate or foreign|Foreign|Interstate|Intrastate|Mail and Wire Fraud (18 U|Mail and Wire Fraud (18 U.S.C. §§ 1341, 1343) As noted above
8357|Law Related to Fraud 36|15|3|2|0|Interstate or foreign|Foreign|Interstate|Intrastate|Mail Fraud and Wire Fraud|Mail Fraud and Wire Fraud The mail and wire fraud laws prohi
8358|Law Related to Fraud 36|15|1|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|Law  The Law Related to F|Law  The Law Related to Fraud (Part 1) 2011 Fraud Examiners 
8359|Law Related to Fraud 36|16|0|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|The Bank Secrecy Act The|The Bank Secrecy Act The Bank Secrecy Act (BSA), which went 
8360|Law Related to Fraud 36|16|3|2|0|Interstate or foreign|Foreign|Interstate|Intrastate|Law  The Law Related to F|Law  The Law Related to Fraud (Part 2) 2011 Fraud Examiners 
8361|Law Related to Fraud 36|16|1|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|Title II of the BSA (orig|Title II of the BSA (originally entitled Currency and Foreig
8362|Law Related to Fraud 36|17|2|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|Identity Theft  Technolog|Identity Theft  Technological advancements facilitating the 
8363|Law Related to Fraud 36|17|4|2|0|Interstate or foreign|Foreign|Interstate|Intrastate|There are, however, other|There are, however, other ancillary federal laws regarding f
8364|Law Related to Fraud 36|18|3|2|0|Interstate or foreign|Foreign|Interstate|Intrastate|Mail Fraud and Wire Fraud|Mail Fraud and Wire Fraud (18 U.S.C. §§ 1341, 1343) These la
8365|Law Related to Fraud 36|18|2|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|See the Mail Fraud and Wi|See the Mail Fraud and Wire Fraud” section for more informat
8366|Law Related to Fraud 36|19|2|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|FEDERAL LEGISLATION ADDRE|FEDERAL LEGISLATION ADDRESSING MORTGAGE FRAUD The following 
8367|Law Related to Fraud 36|19|2|2|0|Interstate or foreign|Foreign|Interstate|Intrastate|18 U.S.C. § 1341 Mail fra|18 U.S.C. § 1341 Mail fraud 18 U.S.C. § 1342 Use of fictitio
8368|Law Related to Fraud 36|19|2|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|In addition, on May 20, 2|In addition, on May 20, 2009, President Obama signed the Fra
8369|Law Related to Fraud 36|19|3|2|0|Interstate or foreign|Foreign|Interstate|Intrastate|Concerning its applicatio|Concerning its application to mortgage fraud, FERA makes a n
8370|Law Related to Fraud 36|19|1|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|FERA also amends the fals|FERA also amends the false statement in mortgage application
8371|Law Related to Fraud 36|20|3|2|0|Interstate or foreign|Foreign|Interstate|Intrastate|Strengthened Criminal Sta|Strengthened Criminal Statutes FERA is designed to increase 
8372|Law Related to Fraud 36|20|1|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|Second, FERA broadens the|Second, FERA broadens the prohibition against making false s
8373|Law Related to Fraud 36|20|3|2|0|Interstate or foreign|Foreign|Interstate|Intrastate|Third, FERA amends the ma|Third, FERA amends the major fraud statute (18 U.S.C. § 1031
8374|Law Related to Fraud 36|20|3|2|0|Interstate or foreign|Foreign|Interstate|Intrastate|Fourth, the legislation a|Fourth, the legislation amends the federal securities statut
8375|Law Related to Fraud 36|20|1|1|0|Interstate or foreign|Foreign|Interstate|Intrastate|Finally, FERA amends anti|Finally, FERA amends anti-money-laundering laws to broaden t
8376|Law Related to Fraud 39|1|1|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Honest Services” Fraud (1|Honest Services” Fraud (18 U.S.C. § 1346) Under section 1346
8377|Law Related to Fraud 39|1|2|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|This statute generally is|This statute generally is referred to as the honest services
8378|Law Related to Fraud 39|1|2|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Congress specifically ena|Congress specifically enacted section 1346 in response to th
8379|Law Related to Fraud 39|1|1|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Law  The Law Related to F|Law  The Law Related to Fraud (Part 1) 2011 Fraud Examiners 
8380|Law Related to Fraud 39|1|0|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|The crime of honest servi|The crime of honest services contains the following elements
8381|Law Related to Fraud 39|1|1|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Although its core involve|Although its core involves public officials who, in violatio
8382|Law Related to Fraud 39|1|0|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|The law, however, has lon|The law, however, has long been criticized for being so vagu
8383|Law Related to Fraud 39|1|0|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|In 2009, the U.S. Supreme|In 2009, the U.S. Supreme Court granted certiorari on the co
8384|Law Related to Fraud 39|1|0|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|And on June 24, 2010, the|And on June 24, 2010, the Court issued a unanimous ruling, h
8385|Law Related to Fraud 39|1|0|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|In its opinion, the Court|In its opinion, the Court rejected Skilling’s argument on ap
8386|Law Related to Fraud 39|1|2|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Accordingly, the Court ru|Accordingly, the Court ruled that the statute wasn’t unconst
8387|Law Related to Fraud 39|1|3|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|In a companion case, the|In a companion case, the Court also sided with imprisoned me
8388|Law Related to Fraud 39|1|2|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Moreover, because the Ski|Moreover, because the Skilling  case has limited the honest 
8389|Law Related to Fraud 39|1|1|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|But even with the Court’s|But even with the Court’s ruling, prosecutors still have a v
8390|Law Related to Fraud 39|2|1|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|18 U.S.C. § 1005. Bank En|18 U.S.C. § 1005. Bank Entries, Reports, and Transactions Se
8391|Law Related to Fraud 39|2|2|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Whoever, being an officer|Whoever, being an officer, director, agent, or employee of a
8392|Law Related to Fraud 39|2|0|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Whoever, without such aut|Whoever, without such authority, makes, draws, issues, puts 
8393|Law Related to Fraud 39|2|2|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Whoever makes any false e|Whoever makes any false entry in any book, report, or statem
8394|Law Related to Fraud 39|2|1|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Whoever with intent to de|Whoever with intent to defraud the United States or any agen
8395|Law Related to Fraud 39|2|2|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Shall be fined not more t|Shall be fined not more than $1,000,000 or imprisoned not mo
8396|Law Related to Fraud 39|3|1|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Misrepresentation of Mate|Misrepresentation of Material Facts Misrepresentation of mat
8397|Law Related to Fraud 39|3|2|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|The Law Related to Fraud|The Law Related to Fraud (Part 1)  Law 2.202  2011 Fraud Exa
8398|Law Related to Fraud 39|3|1|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Although it might be nece|Although it might be necessary to prove that the victim reli
8399|Law Related to Fraud 39|3|4|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|In most instances, only f|In most instances, only false representations of presently e
8400|Law Related to Fraud 39|3|1|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|The rule limiting fraud c|The rule limiting fraud cases to misrepresentations of exist
8401|Law Related to Fraud 39|3|3|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|The rule precluding fraud|The rule precluding fraud actions based on false opinions” i
8402|Law Related to Fraud 39|3|4|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Normally, only material f|Normally, only material false statements may serve as the ba
8403|Law Related to Fraud 39|3|1|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|In all fraud cases, the p|In all fraud cases, the prosecution or plaintiff must prove 
8404|Law Related to Fraud 39|3|1|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Moreover, there is no suc|Moreover, there is no such thing as an accidental or neglige
8405|Law Related to Fraud 39|3|2|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Although a misrepresentat|Although a misrepresentation fraud case may not be based on 
8406|Law Related to Fraud 39|4|2|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Interstate Transportation|Interstate Transportation of Stolen Property (18 U.S.C. § 23
8407|Law Related to Fraud 39|4|3|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Also, prosecutors have at|Also, prosecutors have attempted to charge defendants in vio
8408|Law Related to Fraud 39|4|0|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Even though prosecutors m|Even though prosecutors may use the ITSP to prosecute theft 
8409|Law Related to Fraud 39|4|0|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Finally, when patent infr|Finally, when patent infringement is the only theory for an 
8410|Law Related to Fraud 39|5|0|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Embezzlement and Theft of|Embezzlement and Theft of Federal Money or Property (18 U.S.
8411|Law Related to Fraud 39|5|4|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Whoever embezzles, steals|Whoever embezzles, steals, purloins, or knowingly converts t
8412|Law Related to Fraud 39|5|1|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|The following sections ou|The following sections outline the offenses encompassed by s
8413|Law Related to Fraud 39|6|3|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Bribery of a Bank Examine|Bribery of a Bank Examiner (18 U.S.C. §§ 212–213) Title 18, 
8414|Law Related to Fraud 39|7|1|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Definition of Fraud Black|Definition of Fraud Black’s Law Dictionary defines fraud as:
8415|Law Related to Fraud 39|7|1|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|all multifarious means w|all multifarious means which human ingenuity can devise, an
8416|Law Related to Fraud 39|7|1|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|The principal categories|The principal categories of fraud (or white-collar crime) ar
8417|Law Related to Fraud 39|8|2|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Offshore Tax Avoidance an|Offshore Tax Avoidance and Evasion  Even though offshore ban
8418|Law Related to Fraud 39|8|1|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Violation of these report|Violation of these reporting requirements may be  punished b
8419|Law Related to Fraud 39|8|4|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|The Law Related to Fraud|The Law Related to Fraud (Part 1)  Law 2.258  2011 Fraud Exa
8420|Law Related to Fraud 39|8|1|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Recently, the Internal Re|Recently, the Internal Revenue Service (IRS) and the Departm
8421|Law Related to Fraud 39|9|3|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Public Company Accounting|Public Company Accounting Oversight Board Sarbanes-Oxley sec
8422|Law Related to Fraud 39|9|0|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|[T]o oversee the audit of|[T]o oversee the audit of public companies that are subject 
8423|Law Related to Fraud 39|9|1|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|In short, the PCAOB is ch|In short, the PCAOB is charged with overseeing public compan
8424|Law Related to Fraud 39|9|2|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|The Act lists the PCAOB’s|The Act lists the PCAOB’s duties, which include: • Registeri
8425|Law Related to Fraud 39|9|2|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Recently, the Supreme Cou|Recently, the Supreme Court considered a constitutional chal
8426|Law Related to Fraud 39|9|1|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|The main issue raised by|The main issue raised by the suit concerned whether SOX viol
8427|Law Related to Fraud 39|9|0|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|In its opinion, the Supre|In its opinion, the Supreme Court ruled that, because the Pr
8428|Law Related to Fraud 39|9|0|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Despite ruling that the p|Despite ruling that the provision violated the Constitution,
8429|Law Related to Fraud 39|10|0|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Illegal Gratuity Illegal|Illegal Gratuity Illegal gratuities are similar to bribery s
8430|Law Related to Fraud 39|10|3|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|The big difference betwee|The big difference between a bribe and an illegal gratuity i
8431|Law Related to Fraud 39|10|0|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|The federal statute gover|The federal statute governing the illegal gratuity offense p
8432|Law Related to Fraud 39|11|0|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|THE HEALTH INSURANCE PORT|THE HEALTH INSURANCE PORTABILITY AND ACCOUNTABILITY ACT  Alt
8433|Law Related to Fraud 39|11|0|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|The HIPAA Privacy Rule ge|The HIPAA Privacy Rule generally provides that covered entit
8434|Law Related to Fraud 39|11|3|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|If protected health infor|If protected health information becomes an issue during a fr
8435|Law Related to Fraud 39|11|1|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|The most important thing|The most important thing to note is that if HIPAA rules do a
8436|Law Related to Fraud 39|11|1|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|The Law Related to Fraud|The Law Related to Fraud (Part 1)  Law 2.270  2011 Fraud Exa
8437|Law Related to Fraud 39|12|0|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|CIVIL ACTION FOR TRADE SE|CIVIL ACTION FOR TRADE SECRET THEFT A victim of theft of tra
8438|Law Related to Fraud 39|12|2|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|In addition to or in lieu|In addition to or in lieu of monetary damages, the plaintiff
8439|Law Related to Fraud 39|12|1|3|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Injunctions have been iss|Injunctions have been issued in numerous trade secret cases 
8440|Law Related to Fraud 39|12|1|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|The Law Related to Fraud|The Law Related to Fraud (Part 1)  Law 2.212  2011 Fraud Exa
8441|Law Related to Fraud 39|13|2|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Gross Negligence Gross ne|Gross Negligence Gross negligence can be generally defined a
8442|Law Related to Fraud 39|14|3|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Interstate Transportation|Interstate Transportation of Stolen Property (ITSP) (18 U.S.
8443|Law Related to Fraud 39|15|1|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|CIVIL REMEDIES AVAILABLE|CIVIL REMEDIES AVAILABLE UNDER THE COMPUTER FRAUD AND ABUSE 
8444|Law Related to Fraud 39|15|2|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Employers have been incre|Employers have been increasingly taking advantage of  [the C
8445|Law Related to Fraud 39|15|2|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|The leading case for usin|The leading case for using this Act against employees who st
8446|Law Related to Fraud 39|15|3|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|At the time of this writi|At the time of this writing, however, there are several repo
8447|Law Related to Fraud 39|15|2|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Despite the split among f|Despite the split among federal courts, a method to avert re
8448|Law Related to Fraud 39|16|1|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Fraud and Related Activit|Fraud and Related Activity in Connection with Computers (18 
8449|Law Related to Fraud 39|16|1|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Briefly put, section 1030|Briefly put, section 1030(a) prohibits using a protected com
8450|Law Related to Fraud 39|16|0|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Section 1030(a)(4) and se|Section 1030(a)(4) and section 1030(a)(5), are discussed in 
8451|Law Related to Fraud 39|16|1|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Federal and state legisla|Federal and state legislatures are moving quickly to make cr
8452|Law Related to Fraud 39|16|2|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|COMPUTER FRAUD (18 U.S.C.|COMPUTER FRAUD (18 U.S.C. § 1030(a)(4)) Section 1030(a)(4) o
8453|Law Related to Fraud 39|16|3|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Furthermore, violations o|Furthermore, violations of section 1030(a)(4) may implicate 
8454|Law Related to Fraud 39|16|0|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|CAUSING COMPUTER DAMAGE (|CAUSING COMPUTER DAMAGE (18 U.S.C. § 1030(a)(5)) Section 103
8455|Law Related to Fraud 39|16|0|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|The second category provi|The second category provides that it is illegal to access a 
8456|Law Related to Fraud 39|16|0|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Unlawful actions under th|Unlawful actions under the first category of section 1030(a)
8457|Law Related to Fraud 39|16|4|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|To apply, section 1030(a)|To apply, section 1030(a)(5) requires that the defendant’s c
8458|Law Related to Fraud 39|17|2|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|ESTABLISHING A WHISTLEBLO|ESTABLISHING A WHISTLEBLOWING STRUCTURE The Sarbanes-Oxley A
8459|Law Related to Fraud 39|18|2|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|AUDITING, QUALITY CONTROL|AUDITING, QUALITY CONTROL, AND INDEPENDENCE STANDARDS AND RU
8460|Law Related to Fraud 39|18|0|1|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|Since the enactment of th|Since the enactment of the Sarbanes-Oxley Act, the PCAOB, in
8461|Law Related to Fraud 39|19|2|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|REGISTRATION WITH THE BOA|REGISTRATION WITH THE BOARD Public accounting firms must be 
8462|Law Related to Fraud 39|20|2|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|RESTRICTIONS ON NON-AUDIT|RESTRICTIONS ON NON-AUDIT ACTIVITY Perhaps the greatest conc
8463|Law Related to Fraud 39|20|2|2|0|Larceny|Breach of fiduciary duty|Embezzlement|Breach of contract|There are certain other n|There are certain other non-audit services — most notably ta
8464|Law Related to Fraud 52|1|7|5|1|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|The 1933 and 1934 Acts Se|The 1933 and 1934 Acts Section 17(a) of the 1933 Act makes i
8465|Law Related to Fraud 52|1|3|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|More specifically, a succ|More specifically, a successful 10b-5 action requires the pl
8466|Law Related to Fraud 52|1|2|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|To bring a successful ins|To bring a successful insider trading claim under Rule 10b-5
8467|Law Related to Fraud 52|1|0|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|To allow action under Rul|To allow action under Rule 10b-5, the false statement must b
8468|Law Related to Fraud 52|1|3|3|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Specific intent to defrau|Specific intent to defraud is an essential element of a viol
8469|Law Related to Fraud 52|1|1|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Good faith is always a de|Good faith is always a defense to a section 17(a) or Rule 10
8470|Law Related to Fraud 52|1|0|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|SEC civil actions often a|SEC civil actions often are settled by consent decrees in wh
8471|Law Related to Fraud 52|1|0|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Law  The Law Related to F|Law  The Law Related to Fraud (Part 1) 2011 Fraud Examiners 
8472|Law Related to Fraud 52|2|6|3|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Federal Securities Laws B|Federal Securities Laws Because of several high profile corp
8473|Law Related to Fraud 52|3|0|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Internet Crime At the cur|Internet Crime At the current time, there are no federal law
8474|Law Related to Fraud 52|3|0|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Examples of Potentially A|Examples of Potentially Applicable Federal Laws  Internet Fr
8475|Law Related to Fraud 52|3|4|3|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|15 U.S.C. §§ 45, 52 (unfa|15 U.S.C. §§ 45, 52 (unfair or deceptive acts or practices; 
8476|Law Related to Fraud 52|3|4|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|15 U.S.C. § 45 et seq.  (|15 U.S.C. § 45 et seq.  (unfair or deceptive acts or practic
8477|Law Related to Fraud 52|3|4|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|15 U.S.C. § 3001 et seq.|15 U.S.C. § 3001 et seq.  (Interstate Horseracing Act)  18 U
8478|Law Related to Fraud 52|3|5|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|18 U.S.C. § 1261 et seq.|18 U.S.C. § 1261 et seq.  (liquor traffic)  27 U.S.C. §§ 122
8479|Law Related to Fraud 52|3|2|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|17 U.S.C. § 506 (criminal|17 U.S.C. § 506 (criminal copyright infringement)  17 U.S.C.
8480|Law Related to Fraud 52|4|2|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|FIVE ELEMENTS  There are|FIVE ELEMENTS  There are five elements to a violation: (1) r
8481|Law Related to Fraud 52|4|4|2|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|First, under the FCPA, U.|First, under the FCPA, U.S. jurisdiction over corrupt paymen
8482|Law Related to Fraud 52|4|1|1|0|The 1933 Securities Act|The 1913 Securities Act|The 1953 Securities Act|RICO|Second, the FCPA prohibit|Second, the FCPA prohibits paying, offering, promising to pa
